product_id,warehouse_id,beginning_inventory,effective_date,created_at
P1866,WH06,309,2024-01-01,2024-01-01 00:00:00
P1869,WH01,43,2024-01-01,2024-01-01 00:00:00
P1869,WH03,20,2024-01-01,2024-01-01 00:00:00
P1869,WH04,17,2024-01-01,2024-01-01 00:00:00
P1869,WH05,60,2024-01-01,2024-01-01 00:00:00
P1869,WH06,319,2024-01-01,2024-01-01 00:00:00
P1924,WH01,37,2024-01-01,2024-01-01 00:00:00
P1924,WH03,33,2024-01-01,2024-01-01 00:00:00
P1924,WH04,24,2024-01-01,2024-01-01 00:00:00
P1924,WH05,65,2024-01-01,2024-01-01 00:00:00
P1924,WH06,355,2024-01-01,2024-01-01 00:00:00
P2028,WH01,34,2024-01-01,2024-01-01 00:00:00
P2028,WH03,30,2024-01-01,2024-01-01 00:00:00
P2028,WH04,29,2024-01-01,2024-01-01 00:00:00
P2028,WH05,70,2024-01-01,2024-01-01 00:00:00
P2028,WH06,361,2024-01-01,2024-01-01 00:00:00
P2044,WH01,50,2024-01-01,2024-01-01 00:00:00
P2044,WH03,32,2024-01-01,2024-01-01 00:00:00
P2044,WH04,25,2024-01-01,2024-01-01 00:00:00
P2044,WH05,73,2024-01-01,2024-01-01 00:00:00
P2044,WH06,366,2024-01-01,2024-01-01 00:00:00
P2088,WH01,50,2024-01-01,2024-01-01 00:00:00
P2088,WH03,27,2024-01-01,2024-01-01 00:00:00
P2088,WH04,26,2024-01-01,2024-01-01 00:00:00
P2088,WH05,73,2024-01-01,2024-01-01 00:00:00
P2088,WH06,358,2024-01-01,2024-01-01 00:00:00
P2094,WH01,28,2024-01-01,2024-01-01 00:00:00
P2094,WH03,26,2024-01-01,2024-01-01 00:00:00
P2094,WH04,13,2024-01-01,2024-01-01 00:00:00
P2094,WH05,50,2024-01-01,2024-01-01 00:00:00
P2094,WH06,297,2024-01-01,2024-01-01 00:00:00
P2096,WH01,33,2024-01-01,2024-01-01 00:00:00
P2096,WH03,23,2024-01-01,2024-01-01 00:00:00
P2096,WH04,25,2024-01-01,2024-01-01 00:00:00
P2096,WH05,47,2024-01-01,2024-01-01 00:00:00
P2096,WH06,305,2024-01-01,2024-01-01 00:00:00
