product_id,demand_pressure,flow_variability,warehouse_count,avg_inventory_floor,avg_inventory_ceiling,total_capacity,avg_capacity,pack_multiple,total_beginning_inventory,avg_overstock_cost,avg_shortage_cost,avg_backlog_cost,avg_penalty_cost,capacity_pressure,demand_pressure_norm,flow_variability_norm,capacity_pressure_norm,pack_multiple_norm,warehouse_count_norm,difficulty_score,difficulty_group,early_donor_surplus_no_plt,early_receiver_shortage_no_plt,expected_plt_case,recommended_source_warehouse,recommended_receiver_warehouses,complex_rule,source_dataset,is_complex_transfer_case
D2_P0179,632,7.100132,5,76.9,197.3,859,85.9,6,470,0.1,0.5,1500.0,750.0,0.735739,0.702341,0.717756,0.107044,0.4,0.0,0.456902,G3_medium_high,1833.0,3399.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0183,716,8.129233,5,80.36,202.84,949,94.9,6,483,0.1,0.5,1500.0,750.0,0.754478,0.983278,1.0,0.156489,0.4,0.0,0.624106,G3_medium_high,1968.0,3780.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0264,667,6.709467,5,81.26,211.42,885,88.5,4,503,0.1,0.5,1500.0,500.0,0.753672,0.819398,0.610612,0.154363,0.2,0.0,0.457063,G3_medium_high,2178.0,3499.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0296,686,6.801275,5,83.54,213.4,945,94.5,4,520,0.1,0.5,1500.0,500.0,0.725926,0.882943,0.635791,0.08115,0.2,0.0,0.464118,G3_medium_high,2111.0,3768.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0341,621,7.198772,5,84.52,218.22,883,88.3,2,540,0.1,0.5,1500.0,500.0,0.703284,0.665552,0.74481,0.021408,0.0,0.0,0.39122,G2_medium_low,2226.0,3547.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0416,670,6.611438,5,64.28,179.9,853,85.3,6,426,0.1,0.5,1500.0,750.0,0.785463,0.829431,0.583726,0.238246,0.4,0.0,0.494323,G3_medium_high,1664.0,3151.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0519,665,7.69705,5,67.62,184.74,861,86.1,4,439,0.1,0.5,1500.0,500.0,0.772358,0.812709,0.881468,0.203666,0.2,0.0,0.535096,G3_medium_high,1762.0,3213.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0652,588,6.624203,5,66.52,190.58,798,79.8,4,453,0.1,0.5,1500.0,500.0,0.736842,0.555184,0.587227,0.109954,0.2,0.0,0.36085,G2_medium_low,2017.0,3182.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0817,721,7.734123,5,71.96,191.06,947,94.7,4,448,0.1,0.5,1500.0,500.0,0.761352,1.0,0.891636,0.174625,0.2,0.0,0.586565,G3_medium_high,1718.0,3635.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0825,656,7.46697,5,74.24,194.92,865,86.5,4,455,0.1,0.5,1500.0,500.0,0.758382,0.782609,0.818366,0.166788,0.2,0.0,0.501071,G3_medium_high,1931.0,3432.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0900,704,6.114632,5,79.9,206.5,911,91.1,6,482,0.1,0.5,1500.0,750.0,0.772777,0.943144,0.447471,0.204773,0.4,0.0,0.486004,G3_medium_high,1972.0,3696.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0905,638,6.7976,5,80.42,208.56,867,86.7,4,515,0.1,0.5,1500.0,500.0,0.735871,0.722408,0.634783,0.107391,0.2,0.0,0.422266,G2_medium_low,2103.0,3381.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P0968,634,6.65598,5,84.72,217.78,887,88.7,6,552,0.1,0.5,1500.0,750.0,0.714769,0.70903,0.595942,0.051711,0.4,0.0,0.414622,G2_medium_low,2254.0,3476.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1168,669,6.70894,5,89.68,226.04,943,94.3,6,563,0.1,0.5,1500.0,750.0,0.709438,0.826087,0.610467,0.037645,0.4,0.0,0.449854,G2_medium_low,2450.0,3837.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1192,642,7.742058,5,65.24,179.06,841,84.1,6,405,0.1,0.5,1500.0,750.0,0.763377,0.735786,0.893813,0.179969,0.4,0.0,0.529181,G3_medium_high,1646.0,3326.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1254,612,6.687177,5,75.72,198.9,867,86.7,12,477,0.1,0.5,1500.0,750.0,0.705882,0.635452,0.604498,0.028263,1.0,0.0,0.448826,G2_medium_low,1968.0,3342.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1640,613,7.497,5,66.68,183.94,847,84.7,3,415,0.1,0.5,1500.0,500.0,0.723731,0.638796,0.826602,0.075358,0.1,0.0,0.427129,G2_medium_low,1804.0,3277.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1866,697,6.896643,5,70.96,190.62,921,92.1,4,443,0.1,0.5,1500.0,500.0,0.756786,0.919732,0.661947,0.162579,0.2,0.0,0.502051,G3_medium_high,1848.0,3560.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1869,651,7.194815,5,73.4,196.24,897,89.7,4,459,0.1,0.5,1500.0,500.0,0.725753,0.765886,0.743725,0.080693,0.2,0.0,0.45587,G3_medium_high,1832.0,3430.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P1924,691,7.600284,5,85.7,212.04,994,99.4,12,514,0.1,0.5,1500.0,750.0,0.695171,0.899666,0.854929,0.0,1.0,0.0,0.583632,G3_medium_high,2001.0,3741.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P2028,654,7.265383,5,81.08,210.72,893,89.3,4,524,0.1,0.5,1500.0,500.0,0.732363,0.77592,0.763079,0.098135,0.2,0.0,0.468079,G3_medium_high,2233.0,3556.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P2044,646,7.845058,5,86.08,215.38,917,91.7,6,546,0.1,0.5,1500.0,750.0,0.704471,0.749164,0.922062,0.024539,0.4,0.0,0.501399,G3_medium_high,2195.0,3662.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P2088,675,7.070676,5,87.5,216.04,889,88.9,4,534,0.1,0.5,1500.0,500.0,0.75928,0.846154,0.709678,0.169159,0.2,0.0,0.493555,G3_medium_high,2070.0,3561.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P2094,680,6.847006,5,62.08,180.46,851,85.1,4,414,0.1,0.5,1500.0,500.0,0.79906,0.862876,0.648334,0.274123,0.2,0.0,0.509477,G3_medium_high,1665.0,3316.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D2_P2096,636,6.911785,5,66.8,186.14,835,83.5,4,433,0.1,0.5,1500.0,500.0,0.761677,0.715719,0.6661,0.175483,0.2,0.0,0.445111,G2_medium_low,1764.0,3173.0,True,WH06,WH01;WH03;WH04;WH05,PLT-rich if early_receiver_shortage_no_plt > 0 and early_donor_surplus_no_plt > 0 before OA arrival,D2,
D3_P0179,301,9.138860733713152,5,18.4,54.2,658,65.8,6,121,0.1,0.5,1500.0,2000.0,0.4574468085106383,0.726063829787234,0.7091464353118446,0.5235165910147568,0.1818181818181818,1.0,0.6281090075864035,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0905,361,8.90943091244741,5,37.4,83.8,1141,114.1,4,241,0.1,0.5,1500.0,2000.0,0.3163891323400525,0.8856382978723404,0.6870855872153906,0.3328740325929723,0.0909090909090909,1.0,0.5993014017179588,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0416,323,8.310824021621883,5,26.2,67.4,890,89.0,6,169,0.1,0.5,1500.0,2000.0,0.3629213483146067,0.7845744680851063,0.6295264799679645,0.3957633481074007,0.1818181818181818,1.0,0.5983364955957307,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0968,350,8.144711568288484,5,33.0,86.0,1124,112.4,6,229,0.1,0.5,1500.0,2000.0,0.3113879003558719,0.8563829787234043,0.6135539199071133,0.3261147573333117,0.1818181818181818,1.0,0.5955739675564022,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1924,262,7.893913956398335,5,30.4,79.8,933,93.3,12,226,0.1,0.5,1500.0,2000.0,0.2808145766345123,0.6223404255319149,0.589438449702159,0.2847942364518481,0.4545454545454545,1.0,0.5902237132462753,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0296,357,9.735475703810636,4,37.0,84.75,872,87.2,4,202,0.1,0.5,1500.0,2000.0,0.4094036697247706,0.875,0.7665140092164858,0.4585852300183207,0.0909090909090909,0.75,0.5882016660287794,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1192,337,8.736858262996618,4,25.5,72.75,776,77.6,6,151,0.1,0.5,1500.0,2000.0,0.4342783505154639,0.8218085106382979,0.6704918463314324,0.4922039093741902,0.1818181818181818,0.75,0.5832644896324204,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0519,340,6.80767873771364,5,12.8,57.6,765,76.5,4,143,0.1,0.5,1500.0,2000.0,0.4444444444444444,0.8297872340425532,0.4849913903607943,0.5059436093918851,0.0909090909090909,1.0,0.5823262649408647,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0341,343,9.05709779168599,5,28.4,75.6,1008,100.8,2,209,0.1,0.5,1500.0,2000.0,0.3402777777777778,0.8377659574468085,0.7012845111991498,0.3651600634359254,0.0,1.0,0.5808421064163768,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2088,323,10.172864861344593,4,27.25,80.25,793,79.3,4,146,0.1,0.5,1500.0,2000.0,0.4073139974779319,0.7845744680851063,0.8085712087128679,0.4557609919178819,0.0909090909090909,0.75,0.5779631519249894,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1869,338,8.237519935871328,5,40.4,85.0,1105,110.5,4,279,0.1,0.5,1500.0,2000.0,0.3058823529411765,0.824468085106383,0.6224779180518597,0.3186738886536046,0.0909090909090909,1.0,0.5713057965441877,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2044,303,7.691925265218993,5,40.4,84.0,1018,101.8,6,254,0.1,0.5,1500.0,2000.0,0.2976424361493123,0.7313829787234043,0.5700162062957634,0.307537459491934,0.1818181818181818,1.0,0.5581509652658567,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0183,313,7.439250565721782,5,25.6,87.4,1068,106.8,6,251,0.1,0.5,1500.0,2000.0,0.2930711610486891,0.7579787234042553,0.5457202445386007,0.3013592804371571,0.1818181818181818,1.0,0.5573752860396389,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1640,308,9.313314153018812,4,24.25,74.75,697,69.7,3,153,0.1,0.5,1500.0,2000.0,0.4418938307030129,0.7446808510638298,0.7259210218149281,0.502496398701811,0.0454545454545454,0.75,0.5537105634070228,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0825,305,7.92866151814969,5,24.2,80.4,1003,100.3,4,198,0.1,0.5,1500.0,2000.0,0.3040877367896311,0.7367021276595744,0.5927796050815676,0.3162484253693384,0.0909090909090909,1.0,0.5473278498039142,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2094,303,7.498271909757145,5,24.0,71.8,915,91.5,4,174,0.1,0.5,1500.0,2000.0,0.3311475409836065,0.7313829787234043,0.5513954479538732,0.3528203471674358,0.0909090909090909,1.0,0.5453015729507609,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0817,298,8.852279770932295,5,42.6,97.0,1324,132.4,4,310,0.1,0.5,1500.0,2000.0,0.2250755287009063,0.7180851063829787,0.6815902133160946,0.2094616846153464,0.0909090909090909,1.0,0.5400092190447021,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1866,262,7.967510557871632,5,17.4,63.0,812,81.2,4,138,0.1,0.5,1500.0,2000.0,0.3226600985221675,0.6223404255319149,0.5965151384977148,0.3413493816075775,0.0909090909090909,1.0,0.5302228073092596,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2028,311,7.378650946881713,5,45.8,94.2,1226,122.6,4,277,0.1,0.5,1500.0,2000.0,0.2536704730831974,0.7526595744680851,0.5398932819469099,0.2481083822142493,0.0909090909090909,1.0,0.526314065907667,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0652,302,7.532351991948613,5,53.4,97.4,1165,116.5,4,321,0.1,0.5,1500.0,2000.0,0.2592274678111588,0.7287234042553191,0.5546724217674466,0.2556187830717947,0.0909090909090909,1.0,0.5259847400007303,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0900,263,7.246139014140213,5,23.6,76.2,980,98.0,6,222,0.1,0.5,1500.0,2000.0,0.2683673469387755,0.625,0.5271515834046278,0.2679715311664642,0.1818181818181818,1.0,0.5203882592778548,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2096,268,7.739746343995245,5,26.4,72.4,932,93.2,4,198,0.1,0.5,1500.0,2000.0,0.2875536480686695,0.6382978723404256,0.5746144470513517,0.2939022400321793,0.0909090909090909,1.0,0.5195447300666094,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0264,255,7.823068973444201,5,21.2,65.6,848,84.8,4,160,0.1,0.5,1500.0,2000.0,0.3007075471698113,0.6037234042553191,0.5826263430687463,0.3116800245947935,0.0909090909090909,1.0,0.5177877725655899,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1168,277,7.814147262235172,4,41.25,81.0,782,78.2,6,213,0.1,0.5,1500.0,2000.0,0.3542199488491048,0.6622340425531915,0.5817684750084524,0.3840032149406873,0.1818181818181818,0.75,0.5119647828641026,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1254,224,5.917804336345135,5,30.6,77.8,1091,109.1,12,240,0.1,0.5,1500.0,2000.0,0.2053162236480293,0.5212765957446809,0.3994254256348089,0.1827565483180389,0.4545454545454545,1.0,0.5116008048485966,G4_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0281,253,6.7401875496998,4,49.25,94.0,939,93.9,12,235,0.1,0.5,1500.0,2000.0,0.2694355697550585,0.598404255319149,0.4785017682253267,0.2694152578475592,0.4545454545454545,0.75,0.510173347187498,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0140,285,6.2376408413202284,5,26.2,89.8,1130,113.0,6,252,0.1,0.5,1500.0,2000.0,0.252212389380531,0.6835106382978723,0.4301793377157659,0.2461377499522143,0.1818181818181818,1.0,0.508329181556807,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0628,286,6.709755310481197,5,21.4,73.0,909,90.9,3,190,0.1,0.5,1500.0,2000.0,0.3146314631463146,0.6861702127659575,0.4755755531285588,0.3304985039365373,0.0454545454545454,1.0,0.5075397630571198,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2097,296,6.452463538392582,5,37.4,93.2,1164,116.4,4,280,0.1,0.5,1500.0,2000.0,0.2542955326460481,0.7127659574468085,0.4508356362807834,0.2489531639904906,0.0909090909090909,1.0,0.5006927697254346,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0231,274,9.01988543903598,4,36.75,88.25,845,84.5,3,182,0.1,0.5,1500.0,2000.0,0.3242603550295858,0.6542553191489362,0.6977063535969928,0.3435121635488906,0.0454545454545454,0.75,0.498185676349873,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0188,250,7.727501906456298,5,49.2,101.6,1178,117.8,4,332,0.1,0.5,1500.0,2000.0,0.2122241086587436,0.5904255319148937,0.5734370818985438,0.1920927071679369,0.0909090909090909,1.0,0.489372882378093,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2093,259,6.133747398031415,5,17.0,66.6,847,84.7,4,144,0.1,0.5,1500.0,2000.0,0.3057851239669421,0.6143617021276596,0.4201894529746828,0.3185424815518858,0.0909090909090909,1.0,0.4888005455126638,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1947,253,6.27820980593568,5,47.4,86.6,1136,113.6,6,275,0.1,0.5,1500.0,2000.0,0.2227112676056338,0.598404255319149,0.4340802506872113,0.2062663336339878,0.1818181818181818,1.0,0.484113804291706,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1917,218,7.821999326859326,5,19.0,72.0,914,91.4,4,176,0.1,0.5,1500.0,2000.0,0.2385120350109409,0.5053191489361702,0.5825234910911977,0.2276214190497748,0.0909090909090909,1.0,0.4812746299972467,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0601,242,7.365503446855554,4,17.5,62.75,630,63.0,4,123,0.1,0.5,1500.0,2000.0,0.3841269841269841,0.5691489361702128,0.5386290827276232,0.4244232323050056,0.0909090909090909,0.75,0.4746220684223864,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1639,266,8.513902657508979,4,51.75,102.0,1051,105.1,4,251,0.1,0.5,1500.0,2000.0,0.2530922930542341,0.6329787234042553,0.6490535271200049,0.2473269591613369,0.0909090909090909,0.75,0.4740536601189376,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1193,224,5.251373446720684,4,21.25,81.25,780,78.0,12,164,0.1,0.5,1500.0,2000.0,0.2871794871794871,0.5212765957446809,0.335344694796594,0.2933965533435028,0.4545454545454545,0.75,0.4709126596860464,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0830,187,4.979795914185518,5,25.0,76.4,966,96.6,12,188,0.1,0.5,1500.0,2000.0,0.1935817805383022,0.4228723404255319,0.3092311291815616,0.1668971898143026,0.4545454545454545,1.0,0.4707092227933701,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1172,278,6.593703290027772,4,38.0,87.75,786,78.6,4,225,0.1,0.5,1500.0,2000.0,0.3536895674300254,0.6648936170212766,0.464416559147806,0.3832863927625706,0.0909090909090909,0.75,0.4707011319681488,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2108,250,7.193562882103382,5,57.6,110.0,1386,138.6,4,345,0.1,0.5,1500.0,2000.0,0.1803751803751803,0.5904255319148937,0.5220961200129696,0.1490481786048288,0.0909090909090909,1.0,0.4704957842883566,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2091,257,8.72481724149199,4,52.75,112.0,1094,109.4,4,268,0.1,0.5,1500.0,2000.0,0.2349177330895795,0.6090425531914894,0.6693340406683576,0.2227636407804093,0.0909090909090909,0.75,0.4684098651098693,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0118,233,8.34047130193861,4,58.5,108.0,997,99.7,6,277,0.1,0.5,1500.0,2000.0,0.2337011033099298,0.5452127659574468,0.632377217260667,0.2211193388172601,0.1818181818181818,0.75,0.4661055007707111,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1971,208,5.799591055432823,4,35.0,82.0,819,81.9,12,205,0.1,0.5,1500.0,2000.0,0.2539682539682539,0.4787234042553192,0.3880586154320092,0.2485108396438445,0.4545454545454545,0.75,0.4639676627753255,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0865,230,9.339707072768835,4,31.5,85.5,893,89.3,3,188,0.1,0.5,1500.0,2000.0,0.257558790593505,0.5372340425531915,0.7284588357321204,0.2533635290325254,0.0454545454545454,0.75,0.4629021905544766,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P2086,212,8.745658263477853,4,22.5,68.25,681,68.1,3,147,0.1,0.5,1500.0,2000.0,0.3113069016152716,0.4893617021276595,0.6713380112841584,0.3260052857500828,0.0454545454545454,0.75,0.4564319089232892,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1961,233,8.492794834597388,4,39.75,87.25,938,93.8,4,212,0.1,0.5,1500.0,2000.0,0.2484008528784648,0.5452127659574468,0.6470239022337086,0.2409863743589204,0.0909090909090909,0.75,0.4548264266918334,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0155,212,8.219387649535294,4,19.25,67.5,689,68.9,3,131,0.1,0.5,1500.0,2000.0,0.3076923076923077,0.4893617021276595,0.6207344061914842,0.3211200823932919,0.0454545454545454,0.75,0.4453341472333962,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0404,209,6.642135137414283,5,29.0,85.6,1086,108.6,4,229,0.1,0.5,1500.0,2000.0,0.1924493554327808,0.4813829787234042,0.4690735284220266,0.165366692324208,0.0909090909090909,1.0,0.4413464580757459,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P1038,195,6.879875893335017,4,6.5,43.0,474,47.4,3,49,0.1,0.5,1500.0,2000.0,0.4113924050632911,0.4441489361702128,0.4919335152963074,0.4612730496623992,0.0454545454545454,0.75,0.438562009316693,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0462,242,5.722315786391352,5,67.8,114.4,1334,133.4,4,399,0.1,0.5,1500.0,2000.0,0.1814092953523238,0.5691489361702128,0.3806282039775107,0.1504458077895497,0.0909090909090909,1.0,0.4382264077692728,G3_medium_high,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,True
D3_P0289,227,8.164808789194181,4,48.75,98.5,1064,106.4,4,245,0.1,0.5,1500.0,2000.0,0.2133458646616541,0.5292553191489362,0.6154863702534348,0.1936087851306933,0.0909090909090909,0.75,0.4358519130884311,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0235,246,7.829554462223446,4,58.5,107.5,1157,115.7,3,295,0.1,0.5,1500.0,2000.0,0.212618841832325,0.5797872340425532,0.5832499559103589,0.1926261977524159,0.0454545454545454,0.75,0.4302235866319747,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1598,210,8.197521514113822,4,48.0,94.75,987,98.7,4,227,0.1,0.5,1500.0,2000.0,0.2127659574468085,0.4840425531914893,0.6186318656876896,0.1928250277479918,0.0909090909090909,0.75,0.4272817075072522,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1235,210,7.461654109598089,4,39.25,84.25,794,79.4,4,216,0.1,0.5,1500.0,2000.0,0.2644836272040302,0.4840425531914893,0.5478744596077264,0.2627225983432011,0.0909090909090909,0.75,0.4271097404103015,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1001,188,8.15087612525153,3,22.666666666666668,65.33333333333333,448,44.8,4,104,0.1,0.5,1500.0,2000.0,0.4196428571428571,0.425531914893617,0.6141466735168813,0.4724237174976091,0.0909090909090909,0.5,0.4206022793634396,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1109,187,7.586720855108175,4,28.0,76.75,740,74.0,4,177,0.1,0.5,1500.0,2000.0,0.2527027027027027,0.4228723404255319,0.559900265404873,0.2468004192142122,0.0909090909090909,0.75,0.4140964231907416,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0477,218,6.829001128295149,4,48.25,102.25,1029,102.9,4,266,0.1,0.5,1500.0,2000.0,0.2118561710398445,0.5053191489361702,0.4870416470234932,0.1915954313662164,0.0909090909090909,0.75,0.4049730636469942,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1797,198,7.682772936902404,4,44.25,84.75,934,93.4,3,231,0.1,0.5,1500.0,2000.0,0.2119914346895074,0.4521276595744681,0.5691361632237372,0.191778243170106,0.0454545454545454,0.75,0.4016993222845714,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0165,223,6.635375281640455,4,44.5,96.0,990,99.0,3,236,0.1,0.5,1500.0,2000.0,0.2252525252525252,0.5186170212765957,0.4684235337937884,0.2097008993560717,0.0454545454545454,0.75,0.3984391999762002,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
