product_id,warehouse_id,time_period,overstock_cost,shortage_cost,backlog_cost,penalty_cost,created_at
P2015,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2015,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2015,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2016,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2016,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2016,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2016,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2016,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2017,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2017,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2017,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2017,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2017,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2018,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2018,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2018,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2018,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2018,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2019,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2019,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2020,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2020,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2020,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2021,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2021,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2023,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2023,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2023,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2024,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2024,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2024,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2024,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2024,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2025,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2025,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2025,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2025,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2028,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2028,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2028,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2028,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2028,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2029,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2029,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2029,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2029,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2029,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2030,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2030,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2030,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2030,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2030,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2033,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2033,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2033,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2033,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2033,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2038,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2038,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2038,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2038,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2038,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2044,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2044,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2044,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2044,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2044,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2046,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2046,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2046,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2046,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2057,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2057,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2057,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2057,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2057,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2058,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2058,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2058,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2058,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2058,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2075,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2075,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2075,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2075,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2078,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2078,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2078,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2078,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2078,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2079,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2079,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2079,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2079,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2080,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2080,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2080,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2080,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2081,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2081,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2081,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2081,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2082,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2082,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2082,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2082,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2083,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2083,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2083,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2083,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2084,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2084,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2084,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2084,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2085,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2085,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2085,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2085,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2086,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2086,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2086,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2086,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2088,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2088,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2088,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2088,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2089,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2089,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2089,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2089,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2090,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2090,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2090,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2090,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2091,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2091,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2091,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2091,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2092,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2092,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2092,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2092,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2093,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2093,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2093,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2093,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2093,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2094,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2094,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2094,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2094,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2094,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2095,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2095,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2095,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2095,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2095,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2096,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2096,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2096,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2096,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2096,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2097,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2097,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2097,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2097,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2097,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2098,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2098,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2098,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2098,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2098,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2105,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2105,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2105,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2105,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2105,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2106,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2106,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2106,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2106,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2106,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2107,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2107,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2107,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2107,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2107,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2108,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2108,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2108,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2108,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2108,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2109,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2109,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2109,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2109,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2109,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2110,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2110,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2110,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2110,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2110,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2111,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2111,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2112,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2112,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2113,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2113,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2144,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2144,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2144,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2144,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2144,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2145,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2145,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2145,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2145,WH05,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2145,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2146,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2147,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2147,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2148,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2148,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2148,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2150,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2150,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2150,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2151,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2151,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2152,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2152,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2154,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2154,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2155,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2155,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2155,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2156,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2156,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2156,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2157,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2157,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2158,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2158,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2159,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2159,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2159,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2159,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2161,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2161,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2161,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2161,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2162,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2162,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2162,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2162,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2163,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2163,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2163,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2163,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2164,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2164,WH03,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2164,WH04,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2164,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2170,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2170,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2171,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2171,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2172,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2172,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2173,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2174,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2174,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2175,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2175,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2176,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2177,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2177,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2178,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2178,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2179,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2180,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2181,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2181,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2182,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2182,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2183,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2183,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2184,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2184,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2185,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2185,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2186,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2186,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2187,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2187,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2188,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2189,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2190,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2190,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2192,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2192,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2194,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2194,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2195,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2195,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2197,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2197,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2232,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2233,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2234,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2236,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2236,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2237,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2237,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2239,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2239,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2240,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2240,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2241,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2241,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2242,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2244,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2244,WH06,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2245,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2245,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2246,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2246,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2248,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2257,WH01,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P2257,WH02,1,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0001,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0001,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0001,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0002,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0002,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0002,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0003,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0003,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0003,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0004,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0004,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0004,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0005,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0005,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0005,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0008,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0008,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0008,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0011,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0011,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0011,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0014,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0014,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0015,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0015,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0019,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0019,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0020,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0020,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0021,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0021,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0044,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0044,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0045,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0045,WH02,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0053,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0053,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0053,WH04,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0053,WH05,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0053,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0054,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0054,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0054,WH04,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0054,WH05,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0054,WH06,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0055,WH01,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
P0055,WH03,2,0.10,0.50,1500,2000,2024-01-01 00:00:00
