product_id, item_class, product_series, product_style, product_size, created_at         , updated_at         , product_name
P0386     , CLS-A     , SER-068       , STY-047      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0386
P0387     , CLS-A     , SER-068       , STY-047      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0387
P0388     , CLS-A     , SER-068       , STY-047      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0388
P0389     , CLS-A     , SER-069       , STY-047      , SZ-032      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0389
P0390     , CLS-A     , SER-069       , STY-047      , SZ-040      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0390
P0391     , CLS-A     , SER-069       , STY-047      , SZ-041      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0391
P0392     , CLS-A     , SER-069       , STY-047      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0392
P0393     , CLS-A     , SER-069       , STY-047      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0393
P0394     , CLS-A     , SER-070       , STY-048      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0394
P0395     , CLS-A     , SER-070       , STY-048      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0395
P0396     , CLS-A     , SER-070       , STY-048      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0396
P0397     , CLS-A     , SER-070       , STY-048      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0397
P0398     , CLS-A     , SER-071       , STY-048      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0398
P0399     , CLS-A     , SER-071       , STY-048      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0399
P0400     , CLS-A     , SER-071       , STY-048      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0400
P0401     , CLS-A     , SER-072       , STY-049      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0401
P0402     , CLS-A     , SER-072       , STY-049      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0402
P0403     , CLS-A     , SER-072       , STY-049      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0403
P0404     , CLS-A     , SER-072       , STY-049      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0404
P0405     , CLS-A     , SER-072       , STY-049      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0405
P0406     , CLS-A     , SER-072       , STY-049      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0406
P0407     , CLS-A     , SER-074       , STY-050      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0407
P0408     , CLS-A     , SER-073       , STY-050      , SZ-071      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0408
P0409     , CLS-A     , SER-074       , STY-050      , SZ-071      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0409
P0410     , CLS-A     , SER-073       , STY-050      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0410
P0411     , CLS-A     , SER-073       , STY-050      , SZ-069      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0411
P0412     , CLS-A     , SER-073       , STY-050      , SZ-071      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0412
P0413     , CLS-A     , SER-074       , STY-050      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0413
P0414     , CLS-A     , SER-074       , STY-050      , SZ-069      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0414
P0415     , CLS-A     , SER-074       , STY-050      , SZ-071      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0415
P0416     , CLS-A     , SER-075       , STY-051      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0416
P0417     , CLS-A     , SER-075       , STY-051      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0417
P0418     , CLS-A     , SER-075       , STY-051      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0418
P0419     , CLS-A     , SER-075       , STY-051      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0419
P0420     , CLS-A     , SER-076       , STY-052      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0420
P0421     , CLS-A     , SER-076       , STY-052      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0421
P0422     , CLS-A     , SER-076       , STY-052      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0422
P0423     , CLS-A     , SER-076       , STY-052      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0423
P0424     , CLS-A     , SER-077       , STY-053      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0424
P0425     , CLS-A     , SER-077       , STY-053      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0425
P0426     , CLS-A     , SER-077       , STY-053      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0426
P0427     , CLS-A     , SER-077       , STY-053      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0427
P0428     , CLS-A     , SER-078       , STY-054      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0428
P0429     , CLS-A     , SER-079       , STY-054      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0429
P0430     , CLS-A     , SER-078       , STY-054      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0430
P0431     , CLS-A     , SER-078       , STY-054      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0431
P0432     , CLS-A     , SER-078       , STY-054      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0432
P0433     , CLS-A     , SER-078       , STY-054      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0433
P0434     , CLS-A     , SER-078       , STY-054      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0434
P0435     , CLS-A     , SER-079       , STY-054      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0435
P0436     , CLS-A     , SER-079       , STY-054      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0436
P0437     , CLS-A     , SER-079       , STY-054      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0437
P0438     , CLS-A     , SER-079       , STY-054      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0438
P0439     , CLS-A     , SER-079       , STY-054      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0439
P0440     , CLS-A     , SER-078       , STY-054      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0440
P0441     , CLS-A     , SER-078       , STY-054      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0441
P0442     , CLS-A     , SER-078       , STY-054      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0442
P0443     , CLS-A     , SER-078       , STY-054      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0443
P0444     , CLS-A     , SER-079       , STY-054      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0444
P0445     , CLS-A     , SER-079       , STY-054      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0445
P0446     , CLS-A     , SER-079       , STY-054      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0446
P0447     , CLS-A     , SER-079       , STY-054      , SZ-034      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0447
P0448     , CLS-A     , SER-079       , STY-054      , SZ-035      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0448
P0449     , CLS-A     , SER-080       , STY-055      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0449
P0450     , CLS-A     , SER-080       , STY-055      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0450
P0451     , CLS-A     , SER-080       , STY-055      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0451
P0452     , CLS-A     , SER-080       , STY-055      , SZ-028      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0452
P0453     , CLS-A     , SER-081       , STY-055      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0453
P0454     , CLS-A     , SER-081       , STY-055      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0454
P0455     , CLS-A     , SER-081       , STY-055      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0455
P0456     , CLS-A     , SER-081       , STY-055      , SZ-028      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0456
P0457     , CLS-A     , SER-080       , STY-055      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0457
P0458     , CLS-A     , SER-081       , STY-055      , SZ-016      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0458
P0459     , CLS-A     , SER-082       , STY-056      , SZ-003      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0459
P0460     , CLS-A     , SER-082       , STY-056      , SZ-011      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0460
P0461     , CLS-A     , SER-082       , STY-056      , SZ-020      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0461
P0462     , CLS-A     , SER-082       , STY-056      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0462
P0463     , CLS-A     , SER-082       , STY-056      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0463
P0464     , CLS-A     , SER-082       , STY-056      , SZ-011      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0464
P0465     , CLS-A     , SER-082       , STY-056      , SZ-020      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0465
P0466     , CLS-A     , SER-082       , STY-056      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0466
P0467     , CLS-A     , SER-082       , STY-056      , SZ-011      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0467
P0468     , CLS-A     , SER-082       , STY-056      , SZ-020      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0468
P0469     , CLS-A     , SER-082       , STY-056      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0469
P0470     , CLS-A     , SER-083       , STY-057      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0470
P0471     , CLS-A     , SER-083       , STY-057      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0471
P0472     , CLS-A     , SER-083       , STY-057      , SZ-013      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0472
P0473     , CLS-A     , SER-083       , STY-057      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0473
P0474     , CLS-A     , SER-083       , STY-057      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0474
P0475     , CLS-A     , SER-083       , STY-057      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0475
P0476     , CLS-A     , SER-083       , STY-057      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0476
P0477     , CLS-A     , SER-083       , STY-057      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0477
P0478     , CLS-A     , SER-084       , STY-058      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0478
P0479     , CLS-A     , SER-084       , STY-058      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0479
P0480     , CLS-A     , SER-084       , STY-058      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0480
P0481     , CLS-A     , SER-084       , STY-058      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0481
P0482     , CLS-A     , SER-084       , STY-058      , SZ-028      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0482
P0483     , CLS-A     , SER-085       , STY-059      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0483
P0484     , CLS-A     , SER-085       , STY-059      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0484
P0485     , CLS-A     , SER-085       , STY-059      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0485
P0486     , CLS-A     , SER-085       , STY-059      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0486
P0487     , CLS-A     , SER-085       , STY-059      , SZ-028      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0487
P0488     , CLS-A     , SER-086       , STY-060      , SZ-063      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0488
P0489     , CLS-A     , SER-087       , STY-061      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0489
P0490     , CLS-A     , SER-087       , STY-061      , SZ-032      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0490
P0491     , CLS-A     , SER-087       , STY-061      , SZ-050      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0491
P0492     , CLS-A     , SER-087       , STY-061      , SZ-051      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0492
P0493     , CLS-A     , SER-088       , STY-061      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0493
P0494     , CLS-A     , SER-088       , STY-061      , SZ-032      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0494
P0495     , CLS-A     , SER-088       , STY-061      , SZ-050      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0495
P0496     , CLS-A     , SER-088       , STY-061      , SZ-051      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0496
P0497     , CLS-A     , SER-088       , STY-061      , SZ-062      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0497
P0498     , CLS-A     , SER-087       , STY-061      , SZ-050      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0498
P0499     , CLS-A     , SER-087       , STY-061      , SZ-051      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0499
P0500     , CLS-A     , SER-087       , STY-061      , SZ-032      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0500
P0501     , CLS-A     , SER-087       , STY-061      , SZ-050      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0501
P0502     , CLS-A     , SER-087       , STY-061      , SZ-051      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0502
P0503     , CLS-A     , SER-087       , STY-061      , SZ-062      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0503
P0504     , CLS-A     , SER-090       , STY-062      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0504
P0505     , CLS-A     , SER-090       , STY-062      , SZ-002      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0505
P0506     , CLS-A     , SER-089       , STY-062      , SZ-006      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0506
P0507     , CLS-A     , SER-090       , STY-062      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0507
P0508     , CLS-A     , SER-090       , STY-062      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0508
P0509     , CLS-A     , SER-089       , STY-062      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0509
P0510     , CLS-A     , SER-089       , STY-062      , SZ-025      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0510
P0511     , CLS-A     , SER-089       , STY-062      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0511
P0512     , CLS-A     , SER-090       , STY-062      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0512
P0513     , CLS-A     , SER-090       , STY-062      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0513
P0514     , CLS-A     , SER-090       , STY-062      , SZ-068      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0514
P0515     , CLS-A     , SER-092       , STY-062      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0515
P0516     , CLS-A     , SER-092       , STY-062      , SZ-002      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0516
P0517     , CLS-A     , SER-091       , STY-062      , SZ-006      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0517
P0518     , CLS-A     , SER-092       , STY-062      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0518
P0519     , CLS-A     , SER-092       , STY-062      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0519
P0520     , CLS-A     , SER-091       , STY-062      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0520
P0521     , CLS-A     , SER-091       , STY-062      , SZ-025      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0521
P0522     , CLS-A     , SER-091       , STY-062      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0522
P0523     , CLS-A     , SER-092       , STY-062      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0523
P0524     , CLS-A     , SER-092       , STY-062      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0524
P0525     , CLS-A     , SER-092       , STY-062      , SZ-068      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0525
P0526     , CLS-A     , SER-093       , STY-063      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0526
P0527     , CLS-A     , SER-093       , STY-063      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0527
P0528     , CLS-A     , SER-093       , STY-063      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0528
P0529     , CLS-A     , SER-093       , STY-063      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0529
P0530     , CLS-A     , SER-093       , STY-063      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0530
P0531     , CLS-A     , SER-093       , STY-063      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0531
P0532     , CLS-A     , SER-093       , STY-063      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0532
P0533     , CLS-A     , SER-095       , STY-064      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0533
P0534     , CLS-A     , SER-094       , STY-064      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0534
P0535     , CLS-A     , SER-095       , STY-064      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0535
P0536     , CLS-A     , SER-095       , STY-064      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0536
P0537     , CLS-A     , SER-094       , STY-064      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0537
P0538     , CLS-A     , SER-094       , STY-064      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0538
P0539     , CLS-A     , SER-094       , STY-064      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0539
P0540     , CLS-A     , SER-095       , STY-064      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0540
P0541     , CLS-A     , SER-095       , STY-064      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0541
P0542     , CLS-A     , SER-097       , STY-064      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0542
P0543     , CLS-A     , SER-096       , STY-064      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0543
P0544     , CLS-A     , SER-097       , STY-064      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0544
P0545     , CLS-A     , SER-097       , STY-064      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0545
P0546     , CLS-A     , SER-096       , STY-064      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0546
P0547     , CLS-A     , SER-096       , STY-064      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0547
P0548     , CLS-A     , SER-096       , STY-064      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0548
P0549     , CLS-A     , SER-097       , STY-064      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0549
P0550     , CLS-A     , SER-097       , STY-064      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0550
P0551     , CLS-A     , SER-098       , STY-065      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0551
P0552     , CLS-A     , SER-098       , STY-065      , SZ-014      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0552
P0553     , CLS-A     , SER-098       , STY-065      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0553
P0554     , CLS-A     , SER-098       , STY-065      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0554
P0555     , CLS-A     , SER-099       , STY-066      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0555
P0556     , CLS-A     , SER-099       , STY-066      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0556
P0557     , CLS-A     , SER-099       , STY-066      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0557
P0558     , CLS-A     , SER-099       , STY-066      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0558
P0559     , CLS-A     , SER-099       , STY-066      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0559
P0560     , CLS-A     , SER-100       , STY-067      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0560
P0561     , CLS-A     , SER-101       , STY-067      , SZ-009      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0561
P0562     , CLS-A     , SER-100       , STY-067      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0562
P0563     , CLS-A     , SER-100       , STY-067      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0563
P0564     , CLS-A     , SER-100       , STY-067      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0564
P0565     , CLS-A     , SER-102       , STY-067      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0565
P0566     , CLS-A     , SER-103       , STY-067      , SZ-009      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0566
P0567     , CLS-A     , SER-102       , STY-067      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0567
P0568     , CLS-A     , SER-102       , STY-067      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0568
P0569     , CLS-A     , SER-102       , STY-067      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0569
P0570     , CLS-A     , SER-104       , STY-068      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0570
P0571     , CLS-A     , SER-104       , STY-068      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0571
P0572     , CLS-A     , SER-104       , STY-068      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0572
P0573     , CLS-A     , SER-104       , STY-068      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0573
P0574     , CLS-A     , SER-104       , STY-068      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0574
P0575     , CLS-A     , SER-104       , STY-068      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0575
P0576     , CLS-A     , SER-104       , STY-068      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0576
P0577     , CLS-A     , SER-104       , STY-068      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0577
P0578     , CLS-A     , SER-104       , STY-068      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0578
P0579     , CLS-A     , SER-104       , STY-068      , SZ-052      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0579
P0580     , CLS-A     , SER-104       , STY-068      , SZ-053      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0580
P0581     , CLS-A     , SER-105       , STY-069      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0581
P0582     , CLS-A     , SER-105       , STY-069      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0582
P0583     , CLS-A     , SER-105       , STY-069      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0583
P0584     , CLS-A     , SER-105       , STY-069      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0584
P0585     , CLS-A     , SER-106       , STY-070      , SZ-005      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0585
P0586     , CLS-A     , SER-106       , STY-070      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0586
P0587     , CLS-A     , SER-106       , STY-070      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0587
P0588     , CLS-A     , SER-106       , STY-070      , SZ-012      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0588
P0589     , CLS-A     , SER-106       , STY-070      , SZ-024      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0589
P0590     , CLS-A     , SER-106       , STY-070      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0590
P0591     , CLS-A     , SER-107       , STY-071      , SZ-065      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0591
P0592     , CLS-A     , SER-107       , STY-071      , SZ-007      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0592
P0593     , CLS-A     , SER-107       , STY-071      , SZ-008      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0593
P0594     , CLS-A     , SER-107       , STY-071      , SZ-013      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0594
P0595     , CLS-A     , SER-107       , STY-071      , SZ-023      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0595
P0596     , CLS-A     , SER-107       , STY-071      , SZ-027      , 2024-01-01 00:00:00, 2024-01-01 00:00:00, Product-P0596
